trip_id,start_time,end_time,headway_secs,exact_times
k1,06:00:00,24:00:00,32400,1
k2,06:00:00,24:00:00,32400,1
k3,06:00:00,24:00:00,16200,1
k4,06:00:00,24:00:00,16200,1
k5,06:00:00,24:00:00,32400,1
k6,06:00:00,24:00:00,16200,1
k7,06:00:00,24:00:00,16200,1
k8,06:00:00,24:00:00,16200,1
k9,06:00:00,24:00:00,32400,1
ka,06:00:00,24:00:00,16200,1
kb,06:00:00,24:00:00,16200,1
kc,06:00:00,24:00:00,16200,1
kd,06:00:00,24:00:00,32400,1
ke,06:00:00,24:00:00,8100,1
kf,06:00:00,24:00:00,16200,1
kg,06:00:00,24:00:00,16200,1
kh,06:00:00,24:00:00,16200,1
ki,06:00:00,24:00:00,32400,1
kj,06:00:00,24:00:00,32400,1
kk,06:00:00,24:00:00,32400,1
kl,06:00:00,24:00:00,32400,1
km,06:00:00,24:00:00,32400,1
kn,06:00:00,24:00:00,32400,1
ko,06:00:00,24:00:00,16200,1
kp,06:00:00,24:00:00,16200,1
kq,06:00:00,24:00:00,32400,1
kr,06:00:00,24:00:00,32400,1
ks,06:00:00,24:00:00,32400,1
kt,06:00:00,24:00:00,32400,1
l,06:00:00,24:00:00,16200,1
m,06:00:00,24:00:00,8100,1
n,06:00:00,24:00:00,8100,1
o,06:00:00,24:00:00,16200,1
p,06:00:00,24:00:00,16200,1
q,06:00:00,24:00:00,16200,1
r,06:00:00,24:00:00,16200,1
s,06:00:00,24:00:00,32400,1
t,06:00:00,24:00:00,8100,1
u,06:00:00,24:00:00,16200,1
v,06:00:00,24:00:00,16200,1
w,06:00:00,24:00:00,16200,1
x,06:00:00,24:00:00,16200,1
y,06:00:00,24:00:00,8100,1
z,06:00:00,24:00:00,16200,1
