route_long_name,route_short_name,agency_id,route_type,route_id
,AIR_TFS_VIE,1,1100,2o
,AIR_TFS_ZRH,1,1100,1o
,AIR_TXL_AGP,1,1100,ax
,AIR_TXL_ALC,1,1100,3z
,AIR_TXL_AMS,1,1100,17
,AIR_TXL_ARN,1,1100,jk
,AIR_TXL_ATH,1,1100,e3
,AIR_TXL_BCN,1,1100,8e
,AIR_TXL_BRU,1,1100,hf
,AIR_TXL_CDG,1,1100,e7
,AIR_TXL_CPH,1,1100,58
,AIR_TXL_DUS,1,1100,96
,AIR_TXL_FCO,1,1100,1s
,AIR_TXL_FRA,1,1100,bd
,AIR_TXL_LHR,1,1100,20
,AIR_TXL_LPA,1,1100,iq
,AIR_TXL_MAD,1,1100,ii
,AIR_TXL_MUC,1,1100,2p
,AIR_TXL_ORY,1,1100,40
,AIR_TXL_OSL,1,1100,7t
,AIR_TXL_PMI,1,1100,56
,AIR_TXL_PRG,1,1100,9z
,AIR_TXL_TFS,1,1100,g3
,AIR_TXL_VIE,1,1100,3o
,AIR_TXL_ZRH,1,1100,3h
,AIR_VIE_AGP,1,1100,au
,AIR_VIE_AMS,1,1100,3a
,AIR_VIE_ARN,1,1100,3m
,AIR_VIE_ATH,1,1100,kd
,AIR_VIE_BCN,1,1100,d7
,AIR_VIE_BRU,1,1100,8j
,AIR_VIE_CDG,1,1100,9h
,AIR_VIE_CPH,1,1100,iz
,AIR_VIE_DUB,1,1100,86
,AIR_VIE_DUS,1,1100,g4
,AIR_VIE_FCO,1,1100,dp
,AIR_VIE_FRA,1,1100,hz
,AIR_VIE_HAM,1,1100,33
,AIR_VIE_LGW,1,1100,gd
,AIR_VIE_LHR,1,1100,h0
,AIR_VIE_LIS,1,1100,ex
,AIR_VIE_LPA,1,1100,dw
,AIR_VIE_MAD,1,1100,59
,AIR_VIE_MAN,1,1100,6o
,AIR_VIE_MUC,1,1100,h5
,AIR_VIE_OSL,1,1100,c6
,AIR_VIE_PMI,1,1100,5a
,AIR_VIE_PRG,1,1100,4p
,AIR_VIE_TFS,1,1100,36
,AIR_VIE_TXL,1,1100,ad
,AIR_VIE_ZRH,1,1100,7w
,AIR_ZRH_AGP,1,1100,8d
,AIR_ZRH_ALC,1,1100,f5
,AIR_ZRH_AMS,1,1100,4z
,AIR_ZRH_ARN,1,1100,ar
,AIR_ZRH_ATH,1,1100,5v
,AIR_ZRH_BCN,1,1100,13
,AIR_ZRH_BRU,1,1100,h4
,AIR_ZRH_CDG,1,1100,i7
,AIR_ZRH_CPH,1,1100,5w
,AIR_ZRH_DUB,1,1100,3v
,AIR_ZRH_DUS,1,1100,cl
,AIR_ZRH_FCO,1,1100,9v
,AIR_ZRH_FRA,1,1100,gb
,AIR_ZRH_HAM,1,1100,bq
,AIR_ZRH_LGW,1,1100,9r
,AIR_ZRH_LHR,1,1100,6e
,AIR_ZRH_LIS,1,1100,cy
,AIR_ZRH_LPA,1,1100,bc
,AIR_ZRH_MAD,1,1100,jy
,AIR_ZRH_MAN,1,1100,ck
,AIR_ZRH_MUC,1,1100,4j
,AIR_ZRH_OSL,1,1100,da
,AIR_ZRH_PMI,1,1100,37
,AIR_ZRH_PRG,1,1100,bl
,AIR_ZRH_TFS,1,1100,89
,AIR_ZRH_TXL,1,1100,52
,AIR_ZRH_VIE,1,1100,4r
