trip_id,arrival_time,departure_time,stop_id,stop_sequence
hu,10:58:04,10:58:04,6,2
ho,06:00:00,06:00:00,5,1
ho,10:28:52,10:28:52,k,2
3q,06:00:00,06:00:00,b,1
3q,08:28:34,08:28:34,f,2
74,06:00:00,06:00:00,n,1
74,07:05:15,07:05:15,c,2
8n,06:00:00,06:00:00,4,1
8n,06:59:52,06:59:52,8,2
8u,06:00:00,06:00:00,4,1
8u,08:07:15,08:07:15,3,2
6d,06:00:00,06:00:00,t,1
6d,07:24:43,07:24:43,3,2
4s,06:00:00,06:00:00,q,1
4s,09:53:20,09:53:20,i,2
7o,06:00:00,06:00:00,l,1
7o,09:23:37,09:23:37,q,2
38,06:00:00,06:00:00,6,1
38,10:18:37,10:18:37,b,2
i4,06:00:00,06:00:00,c,1
i4,08:51:16,08:51:16,4,2
km,06:00:00,06:00:00,k,1
km,08:46:17,08:46:17,c,2
ib,06:00:00,06:00:00,r,1
ib,10:15:05,10:15:05,5,2
an,06:00:00,06:00:00,a,1
an,07:02:22,07:02:22,k,2
4a,06:00:00,06:00:00,u,1
4a,06:49:52,06:49:52,b,2
jq,06:00:00,06:00:00,m,1
jq,08:01:08,08:01:08,o,2
8x,06:00:00,06:00:00,2,1
8x,08:09:27,08:09:27,3,2
9m,06:00:00,06:00:00,k,1
9m,07:03:40,07:03:40,8,2
3s,06:00:00,06:00:00,m,1
3s,09:04:31,09:04:31,1,2
g,06:00:00,06:00:00,s,1
g,07:28:49,07:28:49,u,2
14,06:00:00,06:00:00,p,1
14,08:39:53,08:39:53,c,2
2q,06:00:00,06:00:00,r,1
2q,07:08:17,07:08:17,j,2
6l,06:00:00,06:00:00,j,1
6l,07:35:24,07:35:24,d,2
jt,06:00:00,06:00:00,1,1
jt,07:38:34,07:38:34,p,2
b0,06:00:00,06:00:00,3,1
b0,08:09:27,08:09:27,2,2
ig,06:00:00,06:00:00,2,1
ig,07:24:35,07:24:35,8,2
9l,06:00:00,06:00:00,r,1
9l,07:21:58,07:21:58,2,2
13,06:00:00,06:00:00,9,1
13,08:11:09,08:11:09,8,2
du,06:00:00,06:00:00,o,1
du,10:08:25,10:08:25,6,2
dz,06:00:00,06:00:00,s,1
dz,06:52:51,06:52:51,k,2
3t,06:00:00,06:00:00,8,1
3t,06:48:51,06:48:51,s,2
jj,06:00:00,06:00:00,s,1
jj,07:39:21,07:39:21,7,2
1n,06:00:00,06:00:00,u,1
1n,07:03:41,07:03:41,h,2
i8,06:00:00,06:00:00,9,1
i8,09:47:10,09:47:10,e,2
9a,06:00:00,06:00:00,u,1
9a,08:40:26,08:40:26,i,2
j4,06:00:00,06:00:00,3,1
j4,08:51:25,08:51:25,u,2
fh,06:00:00,06:00:00,n,1
fh,08:49:37,08:49:37,g,2
81,06:00:00,06:00:00,f,1
81,08:13:51,08:13:51,p,2
j2,06:00:00,06:00:00,j,1
j2,09:08:42,09:08:42,c,2
7c,06:00:00,06:00:00,e,1
7c,09:07:52,09:07:52,d,2
3n,06:00:00,06:00:00,m,1
3n,09:28:17,09:28:17,e,2
1b,06:00:00,06:00:00,5,1
1b,11:01:14,11:01:14,a,2
jy,06:00:00,06:00:00,3,1
jy,07:33:30,07:33:30,l,2
em,06:00:00,06:00:00,7,1
em,08:13:38,08:13:38,9,2
8q,06:00:00,06:00:00,g,1
8q,07:10:47,07:10:47,j,2
cy,06:00:00,06:00:00,g,1
cy,10:29:14,10:29:14,5,2
d9,06:00:00,06:00:00,8,1
d9,07:03:40,07:03:40,k,2
7z,06:00:00,06:00:00,c,1
7z,08:40:09,08:40:09,s,2
u,06:00:00,06:00:00,4,1
u,07:15:12,07:15:12,r,2
fw,06:00:00,06:00:00,c,1
fw,08:46:17,08:46:17,k,2
1,06:00:00,06:00:00,4,1
1,06:58:27,06:58:27,2,2
1s,06:00:00,06:00:00,e,1
1s,09:07:36,09:07:36,s,2
2x,06:00:00,06:00:00,4,1
2x,06:57:47,06:57:47,h,2
3j,06:00:00,06:00:00,c,1
3j,08:26:00,08:26:00,3,2
dy,06:00:00,06:00:00,i,1
dy,09:12:20,09:12:20,1,2
4x,06:00:00,06:00:00,u,1
4x,08:21:23,08:21:23,l,2
g0,06:00:00,06:00:00,p,1
g0,08:32:04,08:32:04,n,2
s,06:00:00,06:00:00,r,1
s,07:45:29,07:45:29,b,2
1l,06:00:00,06:00:00,r,1
1l,07:03:19,07:03:19,g,2
5u,06:00:00,06:00:00,m,1
5u,08:03:26,08:03:26,h,2
i,06:00:00,06:00:00,b,1
i,08:16:08,08:16:08,q,2
5m,06:00:00,06:00:00,u,1
5m,08:33:11,08:33:11,n,2
5s,06:00:00,06:00:00,f,1
5s,08:05:11,08:05:11,s,2
2o,06:00:00,06:00:00,i,1
2o,08:44:31,08:44:31,5,2
by,06:00:00,06:00:00,n,1
by,08:27:17,08:27:17,h,2
g9,06:00:00,06:00:00,m,1
g9,07:10:57,07:10:57,f,2
g6,06:00:00,06:00:00,b,1
g6,07:19:09,07:19:09,g,2
4t,06:00:00,06:00:00,l,1
4t,09:13:37,09:13:37,9,2
9p,06:00:00,06:00:00,4,1
9p,10:31:47,10:31:47,6,2
17,06:00:00,06:00:00,c,1
17,08:15:42,08:15:42,5,2
61,06:00:00,06:00:00,4,1
61,07:19:48,07:19:48,t,2
5y,06:00:00,06:00:00,r,1
5y,08:39:15,08:39:15,n,2
63,06:00:00,06:00:00,g,1
63,07:55:04,07:55:04,3,2
3z,06:00:00,06:00:00,8,1
3z,06:53:03,06:53:03,o,2
ec,06:00:00,06:00:00,q,1
ec,11:55:07,11:55:07,5,2
3l,06:00:00,06:00:00,j,1
3l,07:54:55,07:54:55,9,2
39,06:00:00,06:00:00,1,1
39,07:41:13,07:41:13,r,2
ih,06:00:00,06:00:00,o,1
ih,07:46:49,07:46:49,j,2
7k,06:00:00,06:00:00,h,1
7k,08:35:41,08:35:41,c,2
f1,06:00:00,06:00:00,f,1
f1,08:19:19,08:19:19,7,2
dp,06:00:00,06:00:00,6,1
dp,10:58:04,10:58:04,2,2
ao,06:00:00,06:00:00,7,1
ao,08:12:43,08:12:43,l,2
c7,06:00:00,06:00:00,i,1
c7,07:00:17,07:00:17,l,2
ij,06:00:00,06:00:00,k,1
ij,07:32:26,07:32:26,b,2
bk,06:00:00,06:00:00,r,1
bk,08:16:14,08:16:14,9,2
aa,06:00:00,06:00:00,6,1
aa,10:32:47,10:32:47,g,2
3k,06:00:00,06:00:00,o,1
3k,07:53:10,07:53:10,l,2
aq,06:00:00,06:00:00,c,1
aq,08:50:02,08:50:02,u,2
at,06:00:00,06:00:00,k,1
at,07:52:01,07:52:01,l,2
kq,06:00:00,06:00:00,n,1
kq,08:32:04,08:32:04,p,2
5o,06:00:00,06:00:00,g,1
5o,08:26:40,08:26:40,i,2
h2,06:00:00,06:00:00,b,1
h2,10:18:37,10:18:37,6,2
31,06:00:00,06:00:00,e,1
31,09:33:55,09:33:55,q,2
ge,06:00:00,06:00:00,5,1
ge,08:15:42,08:15:42,c,2
h5,06:00:00,06:00:00,d,1
h5,07:58:51,07:58:51,i,2
h4,06:00:00,06:00:00,4,1
h4,07:41:57,07:41:57,7,2
ko,06:00:00,06:00:00,6,1
ko,10:38:49,10:38:49,t,2
ev,06:00:00,06:00:00,1,1
ev,07:16:42,07:16:42,j,2
7e,06:00:00,06:00:00,j,1
7e,07:10:47,07:10:47,g,2
c1,06:00:00,06:00:00,7,1
c1,07:28:28,07:28:28,3,2
ep,06:00:00,06:00:00,u,1
ep,10:05:40,10:05:40,e,2
24,06:00:00,06:00:00,u,1
24,08:02:47,08:02:47,r,2
11,06:00:00,06:00:00,6,1
11,06:38:47,06:38:47,5,2
ju,06:00:00,06:00:00,4,1
ju,06:41:49,06:41:49,s,2
6g,06:00:00,06:00:00,s,1
6g,06:56:16,06:56:16,h,2
9i,06:00:00,06:00:00,p,1
9i,07:04:11,07:04:11,g,2
6b,06:00:00,06:00:00,7,1
6b,10:55:48,10:55:48,5,2
ek,06:00:00,06:00:00,n,1
ek,09:57:02,09:57:02,9,2
8v,06:00:00,06:00:00,t,1
8v,08:08:11,08:08:11,9,2
2i,06:00:00,06:00:00,9,1
2i,07:54:55,07:54:55,j,2
k8,06:00:00,06:00:00,3,1
k8,07:52:33,07:52:33,8,2
8r,06:00:00,06:00:00,m,1
8r,08:22:16,08:22:16,t,2
fm,06:00:00,06:00:00,f,1
fm,07:23:11,07:23:11,c,2
3h,06:00:00,06:00:00,2,1
3h,08:34:23,08:34:23,f,2
a8,06:00:00,06:00:00,a,1
a8,08:46:43,08:46:43,e,2
8e,06:00:00,06:00:00,h,1
8e,06:56:16,06:56:16,s,2
fl,06:00:00,06:00:00,h,1
fl,07:07:38,07:07:38,g,2
h0,06:00:00,06:00:00,l,1
h0,07:34:24,07:34:24,8,2
c3,06:00:00,06:00:00,a,1
c3,07:33:47,07:33:47,8,2
1c,06:00:00,06:00:00,3,1
1c,08:07:15,08:07:15,4,2
72,06:00:00,06:00:00,l,1
72,07:53:10,07:53:10,o,2
ap,06:00:00,06:00:00,q,1
ap,09:01:43,09:01:43,3,2
hh,06:00:00,06:00:00,5,1
hh,10:12:16,10:12:16,p,2
6z,06:00:00,06:00:00,n,1
6z,07:08:27,07:08:27,m,2
av,06:00:00,06:00:00,h,1
av,07:41:02,07:41:02,a,2
9x,06:00:00,06:00:00,j,1
9x,08:11:51,08:11:51,l,2
eh,06:00:00,06:00:00,j,1
eh,08:41:16,08:41:16,m,2
b6,06:00:00,06:00:00,1,1
b6,07:30:44,07:30:44,t,2
d0,06:00:00,06:00:00,j,1
d0,06:51:07,06:51:07,a,2
cv,06:00:00,06:00:00,9,1
cv,07:52:48,07:52:48,s,2
j3,06:00:00,06:00:00,6,1
j3,10:03:29,10:03:29,8,2
9t,06:00:00,06:00:00,l,1
9t,07:57:33,07:57:33,g,2
8k,06:00:00,06:00:00,g,1
8k,07:38:37,07:38:37,u,2
94,06:00:00,06:00:00,g,1
94,08:18:05,08:18:05,m,2
k5,06:00:00,06:00:00,e,1
k5,08:26:40,08:26:40,j,2
ds,06:00:00,06:00:00,l,1
ds,07:52:01,07:52:01,k,2
iz,06:00:00,06:00:00,s,1
iz,06:48:51,06:48:51,8,2
a4,06:00:00,06:00:00,i,1
a4,07:58:51,07:58:51,d,2
gs,06:00:00,06:00:00,t,1
gs,06:49:33,06:49:33,r,2
hb,06:00:00,06:00:00,h,1
hb,06:56:02,06:56:02,8,2
1v,06:00:00,06:00:00,t,1
1v,08:49:07,08:49:07,c,2
7y,06:00:00,06:00:00,s,1
7y,08:38:48,08:38:48,n,2
9j,06:00:00,06:00:00,u,1
9j,07:06:20,07:06:20,o,2
ia,06:00:00,06:00:00,4,1
ia,08:19:32,08:19:32,m,2
62,06:00:00,06:00:00,7,1
62,09:22:52,09:22:52,n,2
9g,06:00:00,06:00:00,s,1
9g,07:52:48,07:52:48,9,2
ei,06:00:00,06:00:00,o,1
ei,06:54:36,06:54:36,s,2
4,06:00:00,06:00:00,5,1
4,11:37:16,11:37:16,9,2
30,06:00:00,06:00:00,h,1
30,08:03:26,08:03:26,m,2
fv,06:00:00,06:00:00,1,1
fv,09:12:20,09:12:20,i,2
8i,06:00:00,06:00:00,6,1
8i,10:10:53,10:10:53,u,2
9k,06:00:00,06:00:00,4,1
9k,06:57:29,06:57:29,k,2
if,06:00:00,06:00:00,5,1
if,10:00:03,10:00:03,8,2
dw,06:00:00,06:00:00,r,1
dw,08:04:31,08:04:31,i,2
7n,06:00:00,06:00:00,8,1
7n,07:33:55,07:33:55,j,2
de,06:00:00,06:00:00,s,1
de,07:57:56,07:57:56,3,2
jk,06:00:00,06:00:00,6,1
jk,11:39:41,11:39:41,9,2
2a,06:00:00,06:00:00,u,1
2a,07:26:15,07:26:15,4,2
il,06:00:00,06:00:00,5,1
il,08:44:31,08:44:31,i,2
ki,06:00:00,06:00:00,t,1
ki,07:38:19,07:38:19,p,2
12,06:00:00,06:00:00,h,1
12,07:59:49,07:59:49,9,2
bd,06:00:00,06:00:00,m,1
bd,08:03:00,08:03:00,r,2
c4,06:00:00,06:00:00,k,1
c4,07:20:53,07:20:53,1,2
6v,06:00:00,06:00:00,l,1
6v,07:27:26,07:27:26,c,2
dg,06:00:00,06:00:00,s,1
dg,08:40:09,08:40:09,c,2
am,06:00:00,06:00:00,5,1
am,10:16:49,10:16:49,b,2
bc,06:00:00,06:00:00,n,1
bc,08:10:20,08:10:20,5,2
cb,06:00:00,06:00:00,s,1
cb,09:07:36,09:07:36,e,2
44,06:00:00,06:00:00,i,1
44,08:26:40,08:26:40,g,2
4j,06:00:00,06:00:00,o,1
4j,06:57:21,06:57:21,4,2
5r,06:00:00,06:00:00,s,1
5r,08:05:11,08:05:11,f,2
a7,06:00:00,06:00:00,s,1
a7,06:54:36,06:54:36,o,2
l,06:00:00,06:00:00,1,1
l,07:16:25,07:16:25,g,2
64,06:00:00,06:00:00,6,1
64,11:05:15,11:05:15,a,2
o,06:00:00,06:00:00,8,1
o,07:21:07,07:21:07,t,2
f6,06:00:00,06:00:00,t,1
f6,07:21:07,07:21:07,8,2
gn,06:00:00,06:00:00,4,1
gn,08:51:16,08:51:16,c,2
9f,06:00:00,06:00:00,j,1
9f,07:22:14,07:22:14,s,2
7r,06:00:00,06:00:00,h,1
7r,07:48:19,07:48:19,j,2
3v,06:00:00,06:00:00,5,1
3v,10:34:04,10:34:04,t,2
p,06:00:00,06:00:00,c,1
p,09:35:21,09:35:21,1,2
f3,06:00:00,06:00:00,e,1
f3,09:10:27,09:10:27,1,2
7u,06:00:00,06:00:00,5,1
7u,09:13:05,09:13:05,l,2
9e,06:00:00,06:00:00,m,1
9e,08:17:40,08:17:40,b,2
99,06:00:00,06:00:00,9,1
99,08:13:38,08:13:38,7,2
1h,06:00:00,06:00:00,b,1
1h,07:06:30,07:06:30,4,2
e6,06:00:00,06:00:00,b,1
e6,07:30:48,07:30:48,2,2
cf,06:00:00,06:00:00,f,1
cf,08:34:11,08:34:11,a,2
2r,06:00:00,06:00:00,a,1
2r,11:05:15,11:05:15,6,2
60,06:00:00,06:00:00,7,1
60,07:29:05,07:29:05,g,2
8p,06:00:00,06:00:00,3,1
8p,08:09:43,08:09:43,m,2
5d,06:00:00,06:00:00,p,1
5d,10:12:16,10:12:16,5,2
fq,06:00:00,06:00:00,f,1
fq,06:53:52,06:53:52,i,2
9n,06:00:00,06:00:00,9,1
9n,09:13:37,09:13:37,l,2
cc,06:00:00,06:00:00,j,1
cc,07:16:42,07:16:42,1,2
ak,06:00:00,06:00:00,u,1
ak,10:09:50,10:09:50,5,2
h3,06:00:00,06:00:00,r,1
h3,06:51:25,06:51:25,k,2
k6,06:00:00,06:00:00,d,1
k6,08:18:51,08:18:51,c,2
jo,06:00:00,06:00:00,7,1
jo,08:03:46,08:03:46,o,2
36,06:00:00,06:00:00,q,1
36,10:16:11,10:16:11,c,2
f4,06:00:00,06:00:00,g,1
f4,08:49:37,08:49:37,n,2
1a,06:00:00,06:00:00,h,1
1a,07:56:04,07:56:04,l,2
90,06:00:00,06:00:00,b,1
90,06:48:12,06:48:12,h,2
9b,06:00:00,06:00:00,k,1
9b,08:16:39,08:16:39,m,2
2y,06:00:00,06:00:00,k,1
2y,07:41:51,07:41:51,3,2
k4,06:00:00,06:00:00,1,1
k4,07:26:34,07:26:34,s,2
e0,06:00:00,06:00:00,4,1
e0,08:03:05,08:03:05,l,2
jl,06:00:00,06:00:00,6,1
jl,10:31:47,10:31:47,4,2
1w,06:00:00,06:00:00,l,1
1w,07:52:05,07:52:05,t,2
ef,06:00:00,06:00:00,8,1
ef,08:11:09,08:11:09,9,2
cp,06:00:00,06:00:00,b,1
cp,08:37:42,08:37:42,n,2
hx,06:00:00,06:00:00,t,1
hx,07:52:05,07:52:05,l,2
3g,06:00:00,06:00:00,q,1
3g,07:57:10,07:57:10,g,2
49,06:00:00,06:00:00,9,1
49,11:39:41,11:39:41,6,2
cd,06:00:00,06:00:00,p,1
cd,07:44:58,07:44:58,j,2
e3,06:00:00,06:00:00,p,1
e3,07:38:34,07:38:34,1,2
52,06:00:00,06:00:00,1,1
52,07:20:53,07:20:53,k,2
3r,06:00:00,06:00:00,u,1
3r,08:03:06,08:03:06,1,2
e7,06:00:00,06:00:00,u,1
e7,10:10:53,10:10:53,6,2
gl,06:00:00,06:00:00,s,1
gl,07:10:10,07:10:10,b,2
ej,06:00:00,06:00:00,i,1
ej,08:50:18,08:50:18,6,2
ah,06:00:00,06:00:00,b,1
ah,08:36:04,08:36:04,i,2
84,06:00:00,06:00:00,7,1
84,08:05:37,08:05:37,h,2
40,06:00:00,06:00:00,m,1
40,07:47:16,07:47:16,d,2
3m,06:00:00,06:00:00,i,1
3m,08:36:04,08:36:04,b,2
22,06:00:00,06:00:00,b,1
22,08:17:40,08:17:40,m,2
b7,06:00:00,06:00:00,r,1
b7,07:06:12,07:06:12,s,2
46,06:00:00,06:00:00,7,1
46,06:56:38,06:56:38,t,2
jz,06:00:00,06:00:00,u,1
jz,08:19:06,08:19:06,j,2
21,06:00:00,06:00:00,j,1
21,07:00:27,07:00:27,k,2
10,06:00:00,06:00:00,l,1
10,09:18:23,09:18:23,6,2
58,06:00:00,06:00:00,5,1
58,10:18:47,10:18:47,s,2
hw,06:00:00,06:00:00,4,1
hw,10:28:42,10:28:42,5,2
4f,06:00:00,06:00:00,d,1
4f,07:51:37,07:51:37,3,2
e,06:00:00,06:00:00,g,1
e,09:00:15,09:00:15,e,2
b4,06:00:00,06:00:00,q,1
b4,09:35:36,09:35:36,f,2
ii,06:00:00,06:00:00,9,1
ii,07:52:47,07:52:47,b,2
cw,06:00:00,06:00:00,a,1
cw,07:17:29,07:17:29,s,2
gd,06:00:00,06:00:00,b,1
gd,08:35:48,08:35:48,3,2
70,06:00:00,06:00:00,q,1
70,08:06:34,08:06:34,s,2
cx,06:00:00,06:00:00,o,1
cx,06:53:03,06:53:03,8,2
3p,06:00:00,06:00:00,f,1
3p,08:11:07,08:11:07,h,2
iy,06:00:00,06:00:00,f,1
iy,09:35:36,09:35:36,q,2
6e,06:00:00,06:00:00,i,1
6e,08:40:26,08:40:26,u,2
hr,06:00:00,06:00:00,b,1
hr,08:18:14,08:18:14,7,2
iv,06:00:00,06:00:00,1,1
iv,09:04:31,09:04:31,m,2
75,06:00:00,06:00:00,l,1
75,07:51:17,07:51:17,s,2
d5,06:00:00,06:00:00,8,1
d5,10:03:29,10:03:29,6,2
8d,06:00:00,06:00:00,h,1
8d,06:57:47,06:57:47,4,2
5b,06:00:00,06:00:00,c,1
5b,09:10:09,09:10:09,7,2
69,06:00:00,06:00:00,q,1
69,07:32:54,07:32:54,a,2
87,06:00:00,06:00:00,f,1
87,08:03:54,08:03:54,k,2
97,06:00:00,06:00:00,q,1
97,09:23:37,09:23:37,l,2
4d,06:00:00,06:00:00,5,1
4d,10:05:54,10:05:54,o,2
1q,06:00:00,06:00:00,j,1
1q,08:19:06,08:19:06,u,2
dc,06:00:00,06:00:00,e,1
dc,09:47:44,09:47:44,b,2
j0,06:00:00,06:00:00,5,1
j0,10:54:36,10:54:36,2,2
cz,06:00:00,06:00:00,7,1
cz,07:16:31,07:16:31,k,2
h7,06:00:00,06:00:00,n,1
h7,09:22:52,09:22:52,7,2
hy,06:00:00,06:00:00,1,1
hy,09:10:27,09:10:27,e,2
7t,06:00:00,06:00:00,k,1
7t,08:50:32,08:50:32,n,2
gx,06:00:00,06:00:00,i,1
gx,08:30:59,08:30:59,4,2
cs,06:00:00,06:00:00,4,1
cs,07:22:52,07:22:52,j,2
ja,06:00:00,06:00:00,b,1
ja,07:44:35,07:44:35,1,2
g5,06:00:00,06:00:00,c,1
g5,08:35:41,08:35:41,h,2
1o,06:00:00,06:00:00,1,1
1o,07:35:44,07:35:44,7,2
50,06:00:00,06:00:00,r,1
50,07:05:43,07:05:43,8,2
cq,06:00:00,06:00:00,5,1
cq,10:53:23,10:53:23,j,2
k2,06:00:00,06:00:00,e,1
k2,09:03:23,09:03:23,2,2
20,06:00:00,06:00:00,2,1
20,07:24:20,07:24:20,9,2
9c,06:00:00,06:00:00,g,1
9c,06:43:22,06:43:22,4,2
9w,06:00:00,06:00:00,b,1
9w,08:49:41,08:49:41,c,2
d1,06:00:00,06:00:00,o,1
d1,09:29:28,09:29:28,e,2
i7,06:00:00,06:00:00,p,1
i7,06:53:27,06:53:27,4,2
a2,06:00:00,06:00:00,2,1
a2,08:43:33,08:43:33,m,2
b1,06:00:00,06:00:00,h,1
b1,07:43:28,07:43:28,1,2
8a,06:00:00,06:00:00,i,1
8a,08:51:30,08:51:30,2,2
bj,06:00:00,06:00:00,a,1
bj,08:49:01,08:49:01,m,2
5c,06:00:00,06:00:00,8,1
5c,07:34:24,07:34:24,l,2
57,06:00:00,06:00:00,9,1
57,11:37:16,11:37:16,5,2
k0,06:00:00,06:00:00,d,1
k0,09:57:36,09:57:36,5,2
ce,06:00:00,06:00:00,j,1
ce,06:50:50,06:50:50,7,2
jm,06:00:00,06:00:00,m,1
jm,08:43:33,08:43:33,2,2
a9,06:00:00,06:00:00,h,1
a9,08:19:41,08:19:41,q,2
jd,06:00:00,06:00:00,g,1
jd,07:29:05,07:29:05,7,2
ew,06:00:00,06:00:00,a,1
ew,11:01:14,11:01:14,5,2
3,06:00:00,06:00:00,s,1
3,08:08:40,08:08:40,m,2
df,06:00:00,06:00:00,o,1
df,08:01:23,08:01:23,9,2
5h,06:00:00,06:00:00,j,1
5h,07:46:49,07:46:49,o,2
fy,06:00:00,06:00:00,u,1
fy,07:38:37,07:38:37,g,2
he,06:00:00,06:00:00,2,1
he,09:14:22,09:14:22,c,2
ks,06:00:00,06:00:00,u,1
ks,07:28:49,07:28:49,s,2
bo,06:00:00,06:00:00,5,1
bo,10:28:42,10:28:42,4,2
ht,06:00:00,06:00:00,2,1
ht,07:21:58,07:21:58,r,2
7s,06:00:00,06:00:00,7,1
7s,07:35:44,07:35:44,1,2
5t,06:00:00,06:00:00,3,1
5t,07:51:28,07:51:28,e,2
9o,06:00:00,06:00:00,4,1
9o,08:17:01,08:17:01,f,2
j8,06:00:00,06:00:00,b,1
j8,07:32:26,07:32:26,k,2
c9,06:00:00,06:00:00,o,1
c9,07:38:30,07:38:30,t,2
kt,06:00:00,06:00:00,t,1
kt,07:38:30,07:38:30,o,2
g3,06:00:00,06:00:00,5,1
g3,10:55:48,10:55:48,7,2
iw,06:00:00,06:00:00,8,1
iw,07:24:35,07:24:35,2,2
fd,06:00:00,06:00:00,3,1
fd,07:55:04,07:55:04,g,2
hk,06:00:00,06:00:00,k,1
hk,07:02:22,07:02:22,a,2
h1,06:00:00,06:00:00,n,1
h1,08:20:14,08:20:14,8,2
9v,06:00:00,06:00:00,c,1
9v,10:16:11,10:16:11,q,2
f0,06:00:00,06:00:00,2,1
f0,07:06:44,07:06:44,j,2
bx,06:00:00,06:00:00,k,1
bx,08:46:10,08:46:10,e,2
4p,06:00:00,06:00:00,q,1
4p,08:19:41,08:19:41,h,2
2f,06:00:00,06:00:00,k,1
2f,06:57:29,06:57:29,4,2
gq,06:00:00,06:00:00,k,1
gq,08:01:43,08:01:43,q,2
6x,06:00:00,06:00:00,s,1
6x,08:19:21,08:19:21,i,2
9q,06:00:00,06:00:00,l,1
9q,07:44:33,07:44:33,n,2
gf,06:00:00,06:00:00,d,1
gf,07:31:57,07:31:57,l,2
ee,06:00:00,06:00:00,e,1
ee,07:51:28,07:51:28,3,2
bw,06:00:00,06:00:00,l,1
bw,08:12:43,08:12:43,7,2
4b,06:00:00,06:00:00,a,1
4b,07:32:54,07:32:54,q,2
fn,06:00:00,06:00:00,3,1
fn,07:57:56,07:57:56,s,2
bn,06:00:00,06:00:00,j,1
bn,07:40:12,07:40:12,3,2
6q,06:00:00,06:00:00,1,1
6q,07:11:00,07:11:00,q,2
5q,06:00:00,06:00:00,9,1
5q,06:58:59,06:58:59,q,2
54,06:00:00,06:00:00,c,1
54,08:49:41,08:49:41,b,2
2u,06:00:00,06:00:00,t,1
2u,08:01:10,08:01:10,f,2
kp,06:00:00,06:00:00,h,1
kp,07:03:41,07:03:41,u,2
kg,06:00:00,06:00:00,b,1
kg,09:47:44,09:47:44,e,2
b5,06:00:00,06:00:00,t,1
b5,08:08:47,08:08:47,q,2
7v,06:00:00,06:00:00,3,1
7v,07:56:42,07:56:42,i,2
hz,06:00:00,06:00:00,d,1
hz,10:01:04,10:01:04,6,2
7h,06:00:00,06:00:00,n,1
7h,09:14:49,09:14:49,2,2
en,06:00:00,06:00:00,o,1
en,07:26:31,07:26:31,r,2
e4,06:00:00,06:00:00,r,1
e4,08:03:00,08:03:00,m,2
4q,06:00:00,06:00:00,q,1
4q,07:56:24,07:56:24,4,2
2h,06:00:00,06:00:00,c,1
2h,08:49:00,08:49:00,g,2
j6,06:00:00,06:00:00,1,1
j6,07:47:44,07:47:44,d,2
hn,06:00:00,06:00:00,3,1
hn,09:01:43,09:01:43,q,2
eg,06:00:00,06:00:00,e,1
eg,09:13:37,09:13:37,4,2
br,06:00:00,06:00:00,b,1
br,07:59:22,07:59:22,j,2
hj,06:00:00,06:00:00,s,1
hj,07:06:12,07:06:12,r,2
er,06:00:00,06:00:00,n,1
er,08:25:39,08:25:39,o,2
45,06:00:00,06:00:00,3,1
45,07:28:28,07:28:28,7,2
6w,06:00:00,06:00:00,t,1
6w,07:15:00,07:15:00,2,2
5v,06:00:00,06:00:00,1,1
5v,07:43:48,07:43:48,o,2
ck,06:00:00,06:00:00,l,1
ck,08:03:05,08:03:05,4,2
8l,06:00:00,06:00:00,2,1
8l,06:58:27,06:58:27,4,2
a3,06:00:00,06:00:00,f,1
a3,08:34:23,08:34:23,2,2
7w,06:00:00,06:00:00,t,1
7w,08:23:49,08:23:49,e,2
2g,06:00:00,06:00:00,7,1
2g,08:05:55,08:05:55,e,2
bq,06:00:00,06:00:00,h,1
bq,06:48:12,06:48:12,b,2
ic,06:00:00,06:00:00,2,1
ic,07:15:00,07:15:00,t,2
3c,06:00:00,06:00:00,q,1
3c,09:33:55,09:33:55,e,2
6t,06:00:00,06:00:00,i,1
6t,08:22:15,08:22:15,t,2
d6,06:00:00,06:00:00,q,1
d6,08:06:28,08:06:28,7,2
8s,06:00:00,06:00:00,t,1
8s,07:06:26,07:06:26,g,2
5l,06:00:00,06:00:00,1,1
5l,07:08:13,07:08:13,9,2
1m,06:00:00,06:00:00,o,1
1m,08:33:23,08:33:23,c,2
56,06:00:00,06:00:00,q,1
56,08:20:39,08:20:39,o,2
m,06:00:00,06:00:00,o,1
m,08:08:12,08:08:12,f,2
j,06:00:00,06:00:00,j,1
j,10:53:23,10:53:23,5,2
7b,06:00:00,06:00:00,f,1
7b,08:36:28,08:36:28,u,2
9d,06:00:00,06:00:00,q,1
9d,08:01:43,08:01:43,k,2
35,06:00:00,06:00:00,4,1
35,08:30:59,08:30:59,i,2
9r,06:00:00,06:00:00,n,1
9r,08:17:51,08:17:51,d,2
c8,06:00:00,06:00:00,q,1
c8,10:14:52,10:14:52,n,2
fe,06:00:00,06:00:00,2,1
fe,08:51:30,08:51:30,i,2
8,06:00:00,06:00:00,d,1
8,07:47:16,07:47:16,m,2
2v,06:00:00,06:00:00,1,1
2v,11:15:20,11:15:20,5,2
34,06:00:00,06:00:00,u,1
34,08:36:28,08:36:28,f,2
j7,06:00:00,06:00:00,p,1
j7,08:23:32,08:23:32,i,2
5a,06:00:00,06:00:00,l,1
5a,08:52:50,08:52:50,e,2
6h,06:00:00,06:00:00,3,1
6h,08:18:17,08:18:17,h,2
5i,06:00:00,06:00:00,t,1
5i,08:22:15,08:22:15,i,2
ax,06:00:00,06:00:00,m,1
ax,08:08:40,08:08:40,s,2
